id,behavior
0x0DE,MB_JUMP_EAST
0x0E8,MB_MUDDY_SLOPE
0x0E9,MB_MUDDY_SLOPE
0x0EA,MB_MUDDY_SLOPE
0x0EB,MB_MUDDY_SLOPE
0x0ED,MB_OCEAN_WATER
0x0EE,MB_DEEP_WATER
0x0F0,MB_POND_WATER
0x0F1,MB_POND_WATER
0x0F2,MB_POND_WATER
0x0F3,MB_POND_WATER
0x0F4,MB_POND_WATER
0x0F5,MB_POND_WATER
0x0F6,MB_WATERFALL
0x0F9,MB_POND_WATER
0x0FB,MB_POND_WATER
0x0FC,MB_WATERFALL
0x0FD,MB_POND_WATER
0x0FE,MB_WATERFALL
0x0FF,MB_WATERFALL
0x103,MB_POND_WATER
0x104,MB_OCEAN_WATER
0x105,MB_POND_WATER
0x106,MB_POND_WATER
0x107,MB_POND_WATER
0x10E,MB_POND_WATER
0x10F,MB_POND_WATER
0x110,MB_OCEAN_WATER
0x111,MB_MOUNTAIN_TOP
0x112,MB_OCEAN_WATER
0x113,MB_OCEAN_WATER
0x114,MB_OCEAN_WATER
0x115,MB_OCEAN_WATER
0x119,MB_MOUNTAIN_TOP
0x11B,MB_OCEAN_WATER
0x11D,MB_OCEAN_WATER
0x123,MB_OCEAN_WATER
0x124,MB_OCEAN_WATER
0x125,MB_OCEAN_WATER
0x126,MB_SHALLOW_WATER
0x127,MB_SHALLOW_WATER
0x128,MB_SHALLOW_WATER
0x129,MB_SHALLOW_WATER
0x12A,MB_SHALLOW_WATER
0x12B,MB_OCEAN_WATER
0x12C,MB_OCEAN_WATER
0x12D,MB_OCEAN_WATER
0x12E,MB_SHALLOW_WATER
0x12F,MB_SHALLOW_WATER
0x130,MB_SHALLOW_WATER
0x131,MB_SHALLOW_WATER
0x132,MB_SHALLOW_WATER
0x133,MB_OCEAN_WATER
0x135,MB_OCEAN_WATER
0x136,MB_SHALLOW_WATER
0x137,MB_SHALLOW_WATER
0x138,MB_SHALLOW_WATER
0x139,MB_SHALLOW_WATER
0x13A,MB_SHALLOW_WATER
0x13B,MB_OCEAN_WATER
0x13C,MB_OCEAN_WATER
0x13D,MB_OCEAN_WATER
0x13E,MB_OCEAN_WATER
0x13F,MB_OCEAN_WATER
0x140,MB_SHALLOW_WATER
0x141,MB_SHALLOW_WATER
0x142,MB_OCEAN_WATER
0x143,MB_OCEAN_WATER
0x144,MB_SHALLOW_WATER
0x145,MB_SHALLOW_WATER
0x150,MB_OCEAN_WATER
0x151,MB_SAND
0x152,MB_OCEAN_WATER
0x153,MB_PUDDLE
0x154,MB_PUDDLE
0x155,MB_PUDDLE
0x156,MB_OCEAN_WATER
0x157,MB_OCEAN_WATER
0x158,MB_OCEAN_WATER
0x159,MB_SAND
0x15A,MB_OCEAN_WATER
0x15B,MB_PUDDLE
0x15C,MB_PUDDLE
0x15D,MB_PUDDLE
0x160,MB_OCEAN_WATER
0x161,MB_OCEAN_WATER
0x162,MB_OCEAN_WATER
0x163,MB_PUDDLE
0x164,MB_PUDDLE
0x165,MB_PUDDLE
0x181,MB_ANIMATED_DOOR
0x185,MB_ANIMATED_DOOR
0x191,MB_ANIMATED_DOOR
0x1A6,MB_ANIMATED_DOOR
0x1B0,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
0x1B1,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
0x1B2,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
0x1B3,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
0x1B4,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
0x1B5,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
0x1B8,MB_SIDEWAYS_STAIRS_LEFT_SIDE
0x1B9,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
0x1BA,MB_SIDEWAYS_STAIRS_LEFT_SIDE
0x1BB,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
0x1BC,MB_SIDEWAYS_STAIRS_LEFT_SIDE
0x1BD,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
0x1C0,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
0x1C1,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
0x1C2,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
0x1C3,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
0x1C4,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
0x1C5,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
0x1CA,MB_SOUTH_ARROW_WARP
0x1E8,MB_EAST_ARROW_WARP
0x1EC,MB_WEST_ARROW_WARP
0x1EE,MB_NON_ANIMATED_DOOR
