id,behavior
319,MB_OCEAN_WATER
320,MB_SHALLOW_WATER
321,MB_SHALLOW_WATER
322,MB_OCEAN_WATER
323,MB_OCEAN_WATER
324,MB_SHALLOW_WATER
325,MB_SHALLOW_WATER
336,MB_OCEAN_WATER
337,MB_SAND
338,MB_OCEAN_WATER
339,MB_PUDDLE
340,MB_PUDDLE
341,MB_PUDDLE
342,MB_OCEAN_WATER
343,MB_OCEAN_WATER
344,MB_OCEAN_WATER
345,MB_SAND
346,MB_OCEAN_WATER
347,MB_PUDDLE
348,MB_PUDDLE
349,MB_PUDDLE
352,MB_OCEAN_WATER
353,MB_OCEAN_WATER
354,MB_OCEAN_WATER
355,MB_PUDDLE
356,MB_PUDDLE
357,MB_PUDDLE
385,MB_ANIMATED_DOOR
389,MB_ANIMATED_DOOR
401,MB_ANIMATED_DOOR
422,MB_ANIMATED_DOOR
432,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
433,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
434,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
435,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
436,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
437,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
440,MB_SIDEWAYS_STAIRS_LEFT_SIDE
441,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
442,MB_SIDEWAYS_STAIRS_LEFT_SIDE
443,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
444,MB_SIDEWAYS_STAIRS_LEFT_SIDE
445,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
448,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
449,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
450,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
451,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
452,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
453,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
458,MB_SOUTH_ARROW_WARP
488,MB_EAST_ARROW_WARP
492,MB_WEST_ARROW_WARP
494,MB_NON_ANIMATED_DOOR
